,Subject,Trial,Song,Entropy,Familiarity,Enjoyment,Artist,Length,Popularity,Explicit,Acousticness,Danceability,Energy,Liveness,Loudness,Key,Mode,Speachiness,Instrumentalness,Tempo,Time signature,Happiness,Subjects,Area,Electrode,Mean_alpha,Std_alpha,Time_over_std,Event_density,Pulse_clarity,Zero_cross,Rolloff,Brightness,Regularity,Mir_entropy,Age,Training,Listening
2826,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,right_arm,93,1.19793106182485,2.33635107217077,0.0302013422818792,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2827,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,right_arm,103,1.32440951791172,2.51303638917302,0.0469798657718121,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2828,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,right_arm,104,1.03341733918987,1.96531902733427,0.0436241610738255,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2829,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,right_arm,105,0.983492345352229,1.73031714949081,0.0402684563758389,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2830,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,leg_area,7,1.01352885776798,1.82538833880321,0.0436241610738255,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2831,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,leg_area,31,0.9574165903316,1.72209157001185,0.0536912751677852,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2832,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,leg_area,55,1.1606209687376,2.07926314088962,0.0570469798657718,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2833,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,leg_area,80,1.07630529780111,1.90949613034592,0.0570469798657718,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2834,19,2,The Last Thing You Should Do,1.825356016810736,1,6,David Bowie,4m 57s,23,no,0,48,100,4,-4.6,A,minor,14,69,150,4,37,19,leg_area,106,1.03434811350103,1.86218900150021,0.0536912751677852,5.15463917525774,0.547609106276459,2461.55767836694,11201.5764713287,0.67977885337041,0.209840574075697,0.955768377278651,28,21,7
2835,19,6,Lebanese Blonde,0.8861616854779373,1,8,Thievery Corporation,4m 48s,50,no,24,81,84,6,-6.6,A,minor,5,86,92,4,65,19,left_arm,30,0.682612918410947,1.10324469560367,0.0311418685121107,3.92859677762794,0.551627308661842,809.842982780686,9081.81767463684,0.477736860336777,0.559561284438318,0.908142933734564,28,21,7
2836,19,6,Lebanese Blonde,0.8861616854779373,1,8,Thievery Corporation,4m 48s,50,no,24,81,84,6,-6.6,A,minor,5,86,92,4,65,19,left_arm,36,0.902539211414775,1.50589674946472,0.0346020761245675,3.92859677762794,0.551627308661842,809.842982780686,9081.81767463684,0.477736860336777,0.559561284438318,0.908142933734564,28,21,7
2837,19,6,Lebanese Blonde,0.8861616854779373,1,8,Thievery Corporation,4m 48s,50,no,24,81,84,6,-6.6,A,minor,5,86,92,4,65,19,left_arm,37,1.09991249424569,1.76775536732867,0.0380622837370242,3.92859677762794,0.551627308661842,809.842982780686,9081.81767463684,0.477736860336777,0.559561284438318,0.908142933734564,28,21,7
2838,19,6,Lebanese Blonde,0.8861616854779373,1,8,Thievery Corporation,4m 48s,50,no,24,81,84,6,-6.6,A,minor,5,86,92,4,65,19,left_arm,41,1.36274082073708,2.31522706867935,0.041522491349481,3.92859677762794,0.551627308661842,809.842982780686,9081.81767463684,0.477736860336777,0.559561284438318,0.908142933734564,28,21,7
2839,19,6,Lebanese Blonde,0.8861616854779373,1,8,Thievery Corporation,4m 48s,50,no,24,81,84,6,-6.6,A,minor,5,86,92,4,65,19,left_arm,42,1.08355174560756,1.85065495863148,0.0484429065743945,3.92859677762794,0.551627308661842,809.842982780686,9081.81767463684,0.477736860336777,0.559561284438318,0.908142933734564,28,21,7
2840,19,6,Lebanese Blonde,0.8861616854779373,1,8,Thievery Corporation,4m 48s,50,no,24,81,84,6,-6.6,A,minor,5,86,92,4,65,19,right_arm,87,1.266925612859,2.03960338015864,0.0484429065743945,3.92859677762794,0.551627308661842,809.842982780686,9081.81767463684,0.477736860336777,0.559561284438318,0.908142933734564,28,21,7
